aso,brand,capacity,color,condition,features,first_owner,fuel_type,horse_power,mileage,model,no_accidents,number_of_doors,origin_country,price,price_currency,transmission,type,url,version,year
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
Tak,MINI,1 598 cm3,Czarny,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Alarm,ESP (stabilizacja toru jazdy),Gniazdo USB,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Gniazdo AUX,Isofix,Kurtyny powietrzne,Przyciemniane szyby,Tapicerka welurowa,Centralny zamek,Immobilizer,Wspomaganie kierownicy,Elektrochromatyczne lusterko wsteczne,Gniazdo SD,Klimatyzacja manualna,Podgrzewane lusterka boczne,Radio niefabryczne,Tempomat",Tak,Benzyna,90 KM,258 000 km,ONE,,3,Szwajcaria,12900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-one-1-6-benz-1-wlasciciel-zamiana-ID6El3cY.html,,2003
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
,MINI,1 598 cm3,Niebieski,Używane,"ABS,Immobilizer,Nawigacja GPS,Czujniki parkowania tylne,Wspomaganie kierownicy,Podgrzewana przednia szyba,Poduszka powietrzna pasażera,Tapicerka skórzana,Alufelgi,Komputer pokładowy,Podgrzewane przednie siedzenia,Tempomat,Isofix,ESP (stabilizacja toru jazdy),Poduszka powietrzna kierowcy,Elektryczne szyby przednie,ASR (kontrola trakcji),Przyciemniane szyby,Wielofunkcyjna kierownica,Dach panoramiczny,System Start-Stop,Klimatyzacja automatyczna",,Benzyna,185 KM,110 358 km,Countryman,Tak,5,Polska,64900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-gwarancja-12-miesiecy-darmowa-dostawa-raport-techniczny-online-ID6EkydU.html,,2013
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
,MINI,1 496 cm3,Czarny,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Bluetooth,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik deszczu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Komputer pokładowy,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Asystent parkowania,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,System Start-Stop,Tempomat",,Diesel,95 KM,118 000 km,ONE,,5,,41500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-one-mini-one-d-ID6EatVC.html,D,2015
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/peugeot/308/kombi-leasing-wynajem-dlugoterminowy?code=152368-1&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=4&amp;utm_term=peugeot-308-kombi,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-undefined",,
Tak,MINI,1 598 cm3,Brązowy,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja manualna,MP3,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Relingi dachowe,Światła LED,Tapicerka skórzana,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszka powietrzna chroniąca kolana,System Start-Stop,Światła przeciwmgielne,Tapicerka welurowa",,Diesel,112 KM,208 234 km,Countryman,Tak,5,,29800,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-cooper-1-6-super-stan-bogaty-ksenony-monitor-2x-alufelgi-bezwypadkowy-ID6EmI5f.html,Cooper D,2010
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Światła przeciwmgielne,Tapicerka skórzana,Nawigacja GPS,Kamera cofania,Poduszki boczne przednie,Bluetooth,Tempomat,Przyciemniane szyby,Gniazdo USB,Radio fabryczne,Elektrycznie ustawiane lusterka,Podgrzewane przednie siedzenia,Wielofunkcyjna kierownica,Czujnik deszczu,Kurtyny powietrzne,Alufelgi,CD,Elektrochromatyczne lusterko wsteczne,Komputer pokładowy,Elektryczne szyby przednie,Centralny zamek,ESP (stabilizacja toru jazdy),Isofix,Bluetooth,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Relingi dachowe,Klimatyzacja automatyczna,System Start-Stop,Klimatyzacja dwustrefowa,Elektryczne szyby tylne,Immobilizer",,Benzyna,192 KM,45 684 km,Clubman,Tak,5,,91900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-2-0-192km-pol-skora-bt-czujniki-parkowania-kamera-cofania-s-s-usb-ID6E9U3B.html,,2018
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Światła przeciwmgielne,Tapicerka skórzana,Nawigacja GPS,Kamera cofania,Poduszki boczne przednie,Bluetooth,Tempomat,Przyciemniane szyby,Gniazdo USB,Radio fabryczne,Elektrycznie ustawiane lusterka,Podgrzewane przednie siedzenia,Wielofunkcyjna kierownica,Czujnik deszczu,Kurtyny powietrzne,Alufelgi,CD,Elektrochromatyczne lusterko wsteczne,Komputer pokładowy,Elektryczne szyby przednie,Centralny zamek,ESP (stabilizacja toru jazdy),Isofix,Bluetooth,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Relingi dachowe,Klimatyzacja automatyczna,System Start-Stop,Klimatyzacja dwustrefowa,Elektryczne szyby tylne,Immobilizer",,Benzyna,192 KM,45 684 km,Clubman,Tak,5,,91900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-2-0-192km-pol-skora-bt-czujniki-parkowania-kamera-cofania-s-s-usb-ID6E9U3B.html,,2018
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Światła przeciwmgielne,Tapicerka skórzana,Nawigacja GPS,Kamera cofania,Poduszki boczne przednie,Bluetooth,Tempomat,Przyciemniane szyby,Gniazdo USB,Radio fabryczne,Elektrycznie ustawiane lusterka,Podgrzewane przednie siedzenia,Wielofunkcyjna kierownica,Czujnik deszczu,Kurtyny powietrzne,Alufelgi,CD,Elektrochromatyczne lusterko wsteczne,Komputer pokładowy,Elektryczne szyby przednie,Centralny zamek,ESP (stabilizacja toru jazdy),Isofix,Bluetooth,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Relingi dachowe,Klimatyzacja automatyczna,System Start-Stop,Klimatyzacja dwustrefowa,Elektryczne szyby tylne,Immobilizer",,Benzyna,192 KM,45 684 km,Clubman,Tak,5,,91900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-2-0-192km-pol-skora-bt-czujniki-parkowania-kamera-cofania-s-s-usb-ID6E9U3B.html,,2018
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/peugeot/308/kombi-leasing-wynajem-dlugoterminowy?code=152368-1&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=4&amp;utm_term=peugeot-308-kombi,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-undefined",,
,MINI,1 600 cm3,Czerwony,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujnik deszczu,Klimatyzacja manualna,Poduszki boczne przednie,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,ESP (stabilizacja toru jazdy),Komputer pokładowy,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Isofix,Kurtyny powietrzne,System Start-Stop,Tapicerka welurowa",,Diesel,112 KM,174 757 km,Clubman,,5,Francja,24800,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-clubman-ladny-mini-diesel-polecam-ID6Elw5i.html,,2010
Tak,MINI,1 995 cm3,Szary,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja manualna,MP3,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Poduszki boczne przednie,Relingi dachowe,Tapicerka skórzana",Tak,Diesel,143 KM,209 700 km,Countryman,Tak,5,Niemcy,39500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-2-0sd-141km-nawi-youtube-google-kamera-polskora-panorama-4x4-ID6ElXNt.html,Cooper SD All4,2012
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/kia/ceed-2/kombi-leasing-wynajem-dlugoterminowy?code=148632-1&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=1&amp;utm_term=kia-ceed-kombi,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-4",,
,MINI,1 598 cm3,Niebieski,Używane,"ABS,CD,Czujnik zmierzchu,Klimatyzacja manualna,Podgrzewane przednie siedzenia,Wspomaganie kierownicy,Alarm,Centralny zamek,Dach panoramiczny,Podgrzewana przednia szyba,Radio fabryczne,Światła Xenonowe,Alufelgi,Czujnik deszczu,Elektryczne szyby przednie,Podgrzewane lusterka boczne,Przyciemniane szyby",,Benzyna,174 KM,232 000 km,Cooper S,,3,,22500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-cooper-turbo-s-zadbany-garazowany-r56-polift-lift-panorama-xenon-ID6EmhRs.html,,2010
Tak,MINI,1 995 cm3,Szary,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne tylne,Relingi dachowe,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,Kurtyny powietrzne,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Przyciemniane szyby,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja manualna,MP3,Ogrzewanie postojowe,Poduszki boczne przednie,Regulowane zawieszenie,Światła do jazdy dziennej,Tapicerka skórzana",,Diesel,190 KM,68 700 km,Clubman,Tak,5,,82000,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-bmw-mini-clubman-cooper-sd-pelne-wyposazenie-polski-salon-bezwypadkowy-ID6EmhZs.html,Cooper SD sport,2016
Tak,MINI,1 499 cm3,Szary,Używane,"ABS,ASR (kontrola trakcji),Czujnik deszczu,Elektryczne szyby tylne,Gniazdo AUX,Isofix,MP3,Poduszka powietrzna pasażera,Radio fabryczne,Tapicerka welurowa,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Alufelgi,Centralny zamek,Elektryczne szyby przednie,Gniazdo SD,Immobilizer,Komputer pokładowy,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Światła do jazdy dziennej",Tak,Benzyna,136 KM,36 076 km,Clubman,Tak,5,Polska,93357,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-mini-clubman-1-5-136-km-salon-pl-vat23-bezwypadkowy-ID6Emi3R.html,Cooper,2019
,MINI,1 560 cm3,Brązowy,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Podgrzewana przednia szyba,Poduszki boczne przednie,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Gniazdo AUX,Komputer pokładowy,Podgrzewane lusterka boczne,System Start-Stop,Światła Xenonowe,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Światła do jazdy dziennej,Tapicerka skórzana",,Diesel,110 KM,152 000 km,Cooper,,3,,25500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-limitowana-wersja-mayfair-50-ID6EmJzK.html,,2010
Tak,MINI,1 499 cm3,Szary,Używane,"ABS,ASR (kontrola trakcji),Czujnik deszczu,Elektryczne szyby tylne,Gniazdo AUX,Isofix,MP3,Poduszka powietrzna pasażera,Radio fabryczne,Tapicerka welurowa,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Alufelgi,Centralny zamek,Elektryczne szyby przednie,Gniazdo SD,Immobilizer,Komputer pokładowy,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Światła do jazdy dziennej",Tak,Benzyna,136 KM,36 076 km,Clubman,Tak,5,Polska,93357,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-mini-clubman-1-5-136-km-salon-pl-vat23-bezwypadkowy-ID6Emi3R.html,Cooper,2019
,MINI,1 397 cm3,Biały,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Gniazdo AUX,Komputer pokładowy,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Elektrochromatyczne lusterka boczne,Isofix,Kurtyny powietrzne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,ESP (stabilizacja toru jazdy),Klimatyzacja manualna,Podgrzewane lusterka boczne",,Benzyna,95 KM,147 000 km,ONE,,3,Niemcy,16900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-one-lift-super-stan-zadbany-ID6Ejbbt.html,Standard,2009
,MINI,1 560 cm3,Brązowy,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Podgrzewana przednia szyba,Poduszki boczne przednie,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Gniazdo AUX,Komputer pokładowy,Podgrzewane lusterka boczne,System Start-Stop,Światła Xenonowe,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Światła do jazdy dziennej,Tapicerka skórzana",,Diesel,110 KM,152 000 km,Cooper,,3,,25500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-limitowana-wersja-mayfair-50-ID6EmJzK.html,,2010
Tak,MINI,1 995 cm3,Szary,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja manualna,MP3,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Poduszki boczne przednie,Relingi dachowe,Tapicerka skórzana",Tak,Diesel,143 KM,209 700 km,Countryman,Tak,5,Niemcy,39500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-2-0sd-141km-nawi-youtube-google-kamera-polskora-panorama-4x4-ID6ElXNt.html,Cooper SD All4,2012
